placename,place_id;id_review,caption,timestamp,rati,rating,username,n_photo_user,url_user
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChZDSUhNMG9nS0VJQ0FnSUMwX3I2RUV3EAEaFjk3Q1NaWmJxa0l1YlFhWVREMjIxeWc,,Hace 5 meses,2020-03-23 13:22:57.971239,5.0,Luis Fernando,0,0,https://www.google.com/maps/contrib/108002820573071122079?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChdDSUhNMG9nS0VJQ0FnSUMwN3JMdjF3RRABGhZWV3NzMjB3OWFWeWRocWJ6MkkzSU5B,,Hace 5 meses,2020-03-23 13:22:57.972236,4.0,Alfonso Calvo,5,0,https://www.google.com/maps/contrib/108575835219521308169?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;"ChdDSUhNMG9nS0VJQ0FnSUMwNW9LdXhRRRABGhZ4cFQ5b3lHUDdtYjJzWWJnWVN1MkJn,""(Traducido por Google) Hermoso parque, encantador casco antiguo con almenas y un castillo.  (Original) Beautiful park, lovely old town with battlements and a castle."",Hace 5 meses,2020-03-23 13:22:57.973234,5.0,Vic Edgson,8,0,https://www.google.com/maps/contrib/103819977159829132484?hl=es-ES"
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChZDSUhNMG9nS0VJQ0FnSUMweHBPNlh3EAEaFm0tZGhFYy00SXJKZGcxX3Nwam9Qb0E,Por que es una plaza preciosa,Hace 5 meses,2020-03-23 13:22:57.974231,5.0,Jose Carmona,15,0,https://www.google.com/maps/contrib/103098777901419396689?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChZDSUhNMG9nS0VJQ0FnSUMweHIyT1N3EAEaFkRSYkZsSGtSUF85N2pTN0FKRDRYUmc,,Hace 5 meses,2020-03-23 13:22:57.974231,4.0,Monica Flores Salado,0,0,https://www.google.com/maps/contrib/105904381383044024064?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChdDSUhNMG9nS0VJQ0FnSUMwMHFDaHhBRRABGhZtcWlJWDFXLUl2dnBvS3JTNlJQd2lB,,Hace 6 meses,2020-03-23 13:23:04.520541,4.0,Antonio Silvestre,0,0,https://www.google.com/maps/contrib/101323290040740690982?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChdDSUhNMG9nS0VJQ0FnSUMwZ3JmVTZBRRABGhZoWWZrMy1PbjVrQlR3SXIyVnhqU1d3,,Hace 6 meses,2020-03-23 13:23:04.521539,4.0,Renato Lombardo,0,0,https://www.google.com/maps/contrib/100218946842003744775?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;"ChZDSUhNMG9nS0VJQ0FnSUMwME5IalhBEAEaFjNqRWJrNnBxZS1jZnFVeUx3eExBb1E,""Plaza tranquila donde poder relajarse uno tomando una copa en una de sus terrazas, coronada con la estatua del Porrina de Badajoz."",Hace 6 meses,2020-03-23 13:23:04.522536,5.0,OSCAR REDONDO,0,0,https://www.google.com/maps/contrib/118442159787328712303?hl=es-ES"
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChZDSUhNMG9nS0VJQ0FnSUMwb0tMQWRBEAEaFlI0RWhCYVBLRmFieHcxeDZIeXRWaEE,,Hace 6 meses,2020-03-23 13:23:04.523534,4.0,M B,0,0,https://www.google.com/maps/contrib/108869983312764916331?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;"ChdDSUhNMG9nS0VJQ0FnSURVMTVXWm53RRABGhZ0bl9ncXNVMHNnTmF6dnFjLVRqSVdB,""Céntrica plaza del casco antiguo de Badajoz donde sentarse en sus terrazas observas: Las tres campanas, La giralda, ermita de Soledad...recomendable"",Hace 6 meses,2020-03-23 13:23:04.523534,5.0,Diego Ortiz,0,0,https://www.google.com/maps/contrib/105782016947456433864?hl=es-ES"
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChZDSUhNMG9nS0VJQ0FnSURVeC1mMUx3EAEaFkQwLVp5eTZsd0toSVVUNVBDWmNtdEE,,Hace 6 meses,2020-03-23 13:23:04.524531,3.0,Sonia iglesias pastor,0,0,https://www.google.com/maps/contrib/117628607365829086197?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;"ChZDSUhNMG9nS0VJQ0FnSURVaDdTYVZnEAEaFkxfQVJxRTIwbDE4dEhlblVLek9RQVE,""Muy buen sitio, apto para sillas de ruedas y por las calles tienen toldos para que no de el sol y poder pasear mejor. Muy buen sitio lo recomiendo"",Hace 6 meses,2020-03-23 13:23:04.525528,5.0,Alba Alvarez,0,0,https://www.google.com/maps/contrib/114105005137563810870?hl=es-ES"
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChdDSUhNMG9nS0VJQ0FnSURVbTlYbTJRRRABGhY1VnpHS090QW5nYWdHUXFCby13bkt3,Auténtico,Hace 6 meses,2020-03-23 13:23:04.526527,5.0,Alex Crespo Ramírez,0,0,https://www.google.com/maps/contrib/115207482208803594748?hl=es-ES
Plaza La Soledad Badajoz,ChIJS9k26TbkFg0RfnLPPYfh_fI;ChdDSUhNMG9nS0VJQ0FnSURVM2REZTdRRRABGhZBa1VhV1Y3NmY3Z1VONF9LbzNCMVFn,,Hace 6 meses,2020-03-23 13:23:04.527522,4.0,Jon Sáenz,3,0,https://www.google.com/maps/contrib/102619769446470577155?hl=es-ES
