id_review,caption,timestamp,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUQwX1pXbXVRRRABGhZpcWtoZ2h1d3AxNE5VVjZtUXRtMjFB,,Hace 4 meses,2020-03-23 12:27:26.286612,4.0,Santiago S.G.,4,0,https://www.google.com/maps/contrib/114217716588194096711?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUQwb2NPLTdBRRABGhZhY1oxU0NQNWxVd1ZjNVlUcEVHVWN3,,Hace 4 meses,2020-03-23 12:27:26.287611,5.0,Leticia Vaquero Actriz,0,0,https://www.google.com/maps/contrib/116895108008374908716?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUQwLXJYRWdRRRABGhZWMURDQUVvRjRCOWNwYjZCUm05Nkd3,"Entrada gratuita, un buen sitio para ir con niños y bastante interesante. Una buena forma de pasar la mañana.",Hace 4 meses,2020-03-23 12:27:26.289605,5.0,Alfonso Mesa,0,0,https://www.google.com/maps/contrib/105521072442767620061?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUNZd04yVl9BRRABGhYtcVZYX0VPZU1EZVByZGlhUktiYTJR,Me gustó el video disfrazados,Hace 4 meses,2020-03-23 12:27:26.290603,5.0,Jose Gonzalez Flores,0,0,https://www.google.com/maps/contrib/113466029124974648404?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUQwcEpUU2dRRRABGhZ3aGRuRTVJbGFpV1BNNllvU2Ridk93,Impresionante,Hace 5 meses,2020-03-23 12:27:26.291599,5.0,Alvaro Moralo Ruiz,33,0,https://www.google.com/maps/contrib/111182054228025647502?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUQweUpPYlFREAEaFjNHdnRRUl9OZTJYamdmVmlLSGhQOXc,,Hace 5 meses,2020-03-23 12:27:26.292597,5.0,Jose M. Díaz,0,0,https://www.google.com/maps/contrib/113594702047757160874?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwdjlEZFV3EAEaFnBQOGhGblRQNXlVOVZTOF9lWDFsY1E,Lugar para visitarlo,Hace 5 meses,2020-03-23 12:27:26.293594,5.0,Moni Trapilla,0,0,https://www.google.com/maps/contrib/106003637662644027656?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwMzYyZnlBRRABGhZ4eXgyTE9UV3poT2xqS3hsTzNlYUR3,Buen museo para disfrutar de.la historia del carnaval de Badajoz,Hace 5 meses,2020-03-23 12:27:26.294591,5.0,monterojm,0,0,https://www.google.com/maps/contrib/111606503372547954201?hl=es-ES
ChdDSUhNMG9nS0VJQ0FnSUMwNzViNHBRRRABGhY1bFFubGRJcTA3dHQ1clZtSVducVNR,,Hace 5 meses,2020-03-23 12:27:26.295590,3.0,Emilio Amrein,0,0,https://www.google.com/maps/contrib/111137016672091056005?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwaDlTYlBBEAEaFkNXVWpkRFhCRDFfRXg5ZC1neWdpYUE,,Hace 5 meses,2020-03-23 12:27:32.906417,5.0,Inma Germán,0,0,https://www.google.com/maps/contrib/110974524530626436635?hl=es-ES
ChZDSUhNMG9nS0VJQ0FnSUMwNDdxT2JBEAEaFlgwTDdneWxMWmFoQ3hxNUtXb05uNkE,,Hace 5 meses,2020-03-23 12:27:32.907415,3.0,Silvia Moyano,0,0,https://www.google.com/maps/contrib/107561506868905703597?hl=es-ES
